CODIGOEAN13,Tipo,Nom_Prod,Concent,Nom_Form_Farm,Nom_Form_Farm_Simplif,Presentac,Fracciones,Fec_Vcto_Reg_Sanitario,Num_RegSan,Nom_Titular
677683068810,13,CANENTAVIR,0.5 mg,TABLETA RECUBIERTA,TABLETA,CAJA TAB,30,9/4/2022,EE05255,PHARMARIS
6800018123340,13,MICOSTOP,250mg,Comprimido,Tableta,Caja Comp.,28,7/25/2010,E13084,ABL PHARMA
6901046401599,13,ASPARAGINASA,"10,000UI",VIAL,VIA,VIA,1,,EE00832,BEIJING SHUANGLU PHARM
6921665001055,13,BECLOMETASONA AERX50MCGX200DOSIS (TP),,,,,1,,,TORRES PHARMA S.A.C.
6921665001062,13,BECLOMETASONA AERX250MCGX200DOSIS (TP),,,,,1,,,TORRES PHARMA S.A.C.
6921665001079,13,BUDESONIDA,200mcg/dosis,Suspensión,Suspension,Env. X 200 Dosis,1,8/8/2010,EG4686,TORRES PHARMA
6921665001154,13,SALBUTAMOL + BROMURO DE IPRATROPIO,100mcg+20mcg/dosis,Aerosol para Inhalación,Inhalador,Aer. X 200 Dosis,1,6/27/2011,EG5050,TORRES PHARMA
6921665001222,13,SALBUTAMOL,100mcg,Aerosol para Inhalación,Inhalador,200 Dosis,1,10/17/2013,E21138,TORRES PHARMA
6922619400054,13,REDUX AMPX50UIX1,,,,,1,,,REFASA S.A.C.
6923564238716,13,ERITROPOYETINA ALFA 2000 UI,2000UI,AMPOLLA,AMP,CAJA X 1 UNIDAD,1,,BE00872,SHANDONG KEXING BIO PRODUCTS
6938741600149,13,PROLONGIN,80 mg/0.8 mL,Solución Inyectable,INYECTABLE,Jeringa Prellenada x 0.8 mL,1,,BE00495,PHARMAGEN
6938741600262,13,PROLONGIN,40MG/0.4 ML,SOLUCION INYECTABLE,SOL. INY.,CAJA X 2 AMPOLLAS,2,,BE-00588,PHARMAGEN
6953462900095,13,PICOPREP PLV 10MG/3.5G 12G,10mg/35g,CAJA,CJA,CAJA,1,,EE03588,BIOPAS
697177004438,13,ADACEL,,VIAL,VIAL,VIAL,1,,BE00571,SANOFI-AVENTIS
700411432,13,ENSURE ADVANCE VAINILLA FCO X 237ML,237 ML,FRASCO,FRASCO,FRASCO,1,,1410013E,ABBOTT LABORATORIOS S.A.
7007411798,13,GLUCERNA TRIPLE CARE,237 ML,Lata,Lata,Lata,1,,I4101013E/NAABLB,ABBOTT
7007440699,13,PULMOCARE FCO X 237 ML,FCO X 237 ML,FCO X 237 ML,FCO X237 ML,FCO X 237 ML,1,,DE-1186,ABBOTT NUTRITION
7037960636904,13,OMNISCAN,287% X 287 mg.,VIA,VIA,CAJA,10,,ADE0071,BAGO
7037960636980,13,VISIPAQUE 320 MG X 100 ML,320mg,CAJA,CAJA,AMPOLLA,1,,,BAGO
7071726874827,13,SERETIDE EVOHALER,25mcg+50mcg,Suspensión para Inhalación,Inhalador,Aer. X 120 Dosis,1,7/15/2009,E16611,GSK
7071726874995,13,SERETIDE INHALADOR CD ,25 /125mcg,Inhalador,Inhalador,25 /125mcg Inhal. x 120 Dosis,1,11/1/2019,E - 22779,GSK
7071726875053,13,SERETIDE EVOHALER,250mcg,Suspensión para Inhalación,Inhalador,Aer. X 120 Dosis,1,7/15/2009,E16610,GSK
7150307000388,13,DEXTROSA 5%,0.05,SOLUCION,SOLUCION,FRASCO X 100 ML,1,,NG2867,B-BRAUN
7150831008386,13,DOLOMELOXIC,15MG+500MG,TABLETA,TAB,CAJA X 60 UNIDADES,60,,N246960,MEDCO
7153820007056,13,AMFOTERECINA B 50 MG,50MG/ML,AMPOLLA,AMP,CAJA X 1 UNIDAD,1,,EG5192,PFIZER
7227762006810,13,SPLENDA SACHETS X 200,,sobre,caja,,200,,,JOHONSON
7300651431247,13,SYSTANE ULTRA,"0,004",GOTAS OFTALMICAS,GOTAS OFTALMICAS,FRASCO,1,,EE-02567,ALCON
730979097185,13,XUMER 120 MG,120 MG,COMPRIMIDO,COMPRIMIDO,CAJA X 7 UNIDADES,7,,EE04993,TECNOFARMA
7315517700118,13,BIOFIL,225mg/5mL,Crema Vaginal,Crema Vaginal,Caja X 7 Tbo. Aplicadores,1,2/15/2013,E20335,BIOPAS
732013080044,13,ULTRA SMOOTHING,,CREMA,CREMA,TUBO,1,,NSOC001870,NEOSTRATA
732013080112,13,ULTRA SMOOTHING,,LOCION,LOCION,FRASCO,1,,NSOC001860,NEOSTRATA
732013086091,13,NEOSTRATA PROBLEM DRY SKIN CREMA X 100 G (MST),,CREMA,CREMA,POTE X 100 G,,,NSOC04804-10P,MEDSTYLE PERUANA S.A.C.
732013088088,13,HQ SKIN LIGHTENING GELX30GR,,,,,1,,,MEDSTYLE PERUANA S.A.C.
732013300135,13,NEOSTRATA CELLULAR RESTORATIONCREMA TUBO X 50 G (MEDSTYLE),,CREMA,CRE,TUX50G,1,,NSOC14249-13PE,MEDSTYLE S.A.
7321831610996,13,RHINOCORT AQUA,64MCG 120 DOSIS,SPRAY,SPRAY,FRASCO,1,,E19075,ASTRA - ZENECA
7321831611962,13,SYMBICORT TURB,160/4.5,INHALACION,INHALACION,FRASCO,1,,E14190,ASTRA - ZENECA
7321831612006,13,SYMBICORT TURB,160/4.5,INHALACION,INHALACION,FRASCO,1,,E14190,ASTRA - ZENECA
7321831612013,13,RHINOCORT AQUA,64 MCG,SPRAY,SPRAY,64mcg Nasal Spray x 120 Dosis,1,,E-19140,LAB. ASTRAZENECA
7321831612198,13,SYMBICORT TURBUHALER,320mcg+9mcg,Polvo para Inhalación,Inhalador,Env. X 60 Dosis,1,11/30/2009,E16925,ASTRAZENECA
7321831620339,13,ATACAND PLUS,16mg+12.5mg,Tableta,Tableta,Caja Tab.,14,9/3/2009,E16715,ASTRAZENECA
7321831621466,13,ATACAND,32mg,Tableta,Tableta,Caja Tab.,14,11/13/2012,E19969,ASTRAZENECA
7321831621657,13,NEXIUM 10 MG,10MG,POLVO,POLVO,CAJA X 28 UNIDADES,28,,E223100,ASTRAZENECA
7321831621886,13,NEXIUM,20MG,COMPRIMIDO,TABLETA,CAJA COMP.,28,11/22/2011,E018947,ASTRAZENECA
7321831621923,13,NEXIUM,40mg,Comprimido,Tableta,Caja Comp.,14,11/21/2011,E18943,ASTRAZENECA
7321831691612,13,VANNAIR,80mcg+4.5mcg,Inhalador,Inhalador,Caja Tbo. X 120 inhalac.,1,10/31/2013,E21184,ASTRAZENECA
7321831691629,13,VANNAIR,160mcg+4.5mcg,Inhalador,Inhalador,Caja Tbo. X 120 inhalac.,1,10/31/2013,E21183,ASTRAZENECA
7321837702589,13,BETALOC ZOK,25mg,Comprimido,Tableta,Caja Comp.,14,3/22/2010,E17212,ASTRAZENECA
7321839710995,13,RHINOCORT AQUA,64mcg/dosis,Suspensión,Suspension,Caja Fco. X 120 Dosis + Valvula Dosif.,1,1/10/2012,E19075,ASTRAZENECA
7321839712005,13,SYMBICORT TURBUHALER,160mcg+4.5mcg,Polvo para Inhalación,Inhalador,Env. X 120 Dosis,1,10/29/2011,E14190,ASTRAZENECA
7321839712012,13,RHINOCORT AQUA,32mcg/dosis,Suspensión,Suspension,Caja Fco. X 120 Dosis + Valvula Dosif.,1,2/8/2012,E19140,ASTRAZENECA
7321839720154,13,BETALOC ZOK,100mg,Comprimido,Tableta,Caja Comp.,30,3/22/2010,E17207,ASTRAZENECA
7321839720185,13,BETALOC ZOK,50mg,Comprimido,Tableta,Caja Comp.,30,3/22/2010,E17210,ASTRAZENECA
7321839721373,13,ATACAND,8mg,Tableta,Tableta,Caja Tab.,28,12/30/2009,E12486,ASTRAZENECA
7321839721397,13,ATACAND,16mg,Tableta,Tableta,Caja Tab.,28,12/30/2009,E12490,ASTRAZENECA
7321839721878,13,NEXIUM,20mg,Comprimido,Tableta,Caja Comp.,14,11/22/2011,E18947,ASTRAZENECA
7321839721885,13,NEXIUM,20mg,Comprimido,Tableta,Caja Comp.,28,11/22/2011,E18947,ASTRAZENECA
7321839721922,13,NEXIUM,40mg,Comprimido,Tableta,Caja Comp.,14,11/21/2011,E18943,ASTRAZENECA
7340022100009,13,AMINOVEN 10%/500 ML AMP CJA X 1,0.1,AMPOLLA,AMP,CJA X 1,1,4/25/2022,EE02461,FRESENIUS KABI PERU S.A.
7350012550585,13,BIOGAIA,6.3X10^8UFC/ML,GOTAS ORALES,GOTAS ORALES,FRASCO X 5 ML,1,,DE12350,RECALCINE
7350012550592,13,BIOGAIA SAB LIMON 26.5 COMP MA CJA X 10,26.5 MG,COMPRIMIDO,COM,CJA X 10,10,5/20/2024,DE1856,FARMINDUSTRIA S.A
7350012551537,13,BIOGAIA SAB LIMON,26.5MG,TABLETA,TAB,CAJA X 10 TABLETA,10,,DE01231,RECALCINE
7350012551681,13,BIOGAIA,5ML,GOTAS,GOTAS,FRASCO,1,,DE-1971,FARMINDUSTRIA
736085048063,13,TRAZIDEX UNG OFT 0.1%/0.3% 3.5G,0.1%/0.3%,UNGUENTO OFTALMICO,UNGUENTO OFTALMICO,TUBO,1,,E19084,SOPHIA
736085053883,13,MODUSIK-A OFTENO 0.1% GOTA OFTALMICA X5ML,0.1%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE05800,LABOFTA
736085098334,13,IMOT OFTENO 0.5% GOTA OFTALMICA FRA X15ML,0.5%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE03859,LABOFTA
736085114041,13,METICEL OFTENO 0.5% GOTA OFTALMICA X 10ML,0.5%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE04116,LABOFTA
736085126006,13,NAPHACEL OFTENO 0.5% GOTA OFTALMICA X15ML,0.5%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE04828,LABOFTA
736085181883,13,SOPHIPREN OFTENO 1% GOTA OFTALMICA X 5ML,1%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE04903,LABOFTA
736085182767,13,SOPHIXIN,0.003,FRASCO,FRASCO,FCO *   1,1,1/15/2014,E0187740001,SOPHIA
736085278385,13,TRAZIDEX OFTENO GTAS X 5 ML,,,,,1,,,LABORATORIOS OFTALMICOS S.A.C.
736085278439,13,AZ OFTENO 0.05% GOTA OFTALMICA FRA X 5ML,0.005%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE04095,LABOFTA
736085280005,13,LAGRICEL OFTENO 4MG/ML UNIDOSIS X0.5ML,4 MG/ML,SOLUCION,SOLUCION,FRASCO,1,,EE05214,LABOFTA
736085290202,13,GAAP 0.005% GOTA OFTALMICA FRA X 3ML,0.005%,SOLUCION OFTALMICA,SOLUCION OFTALMICA,FRASCO,1,,EE06165,LABOFTA
736085405156,13,LAGRICEL OFTENO UNIDOSIS X 20 (SOPHIA),4mg,GOTAS,GTAS,UNIDOSIS X 20,1,1/5/2017,E-18847,SOPHIA
736085405378,13,KRYTANTEK OFTENO GOTAS FCO X 5 ML,0,,,,1,,E20406,LABORATORIOS OFTALMICOS S.A.C.
736085405996,13,AZ OFTENO,0.0005,Solución Oftálmica,SOLUCION OFTALMICA,Caja Frasco Gotero x 5 mL,1,9/13/2021,EE04095,LAB. OFTALMICOS
736085409642,13,PONTI OFTENO FCO X 10 ML,,,,,1,,,LABORATORIOS OFTALMICOS S.A.C.
736085409666,13,KRYTANTEK GTS OFT 2%/0.2%/0.5% 5ML,2%/0.2%/0.5%,GOTAS OFTALMICAS,GOTAS OFTALMICAS,FRASCO,1,,E20406,SOPHIA
736085410099,13,3A,0.1% / 5 ML,GOTAS OFTALMICAS,GOTAS OFTALMICAS,FRASCO,1,,E18788,SOPHIA
736085410112,13,SOPHIXIN DX OFTENO GTS OFT X 5ML (SOP),0.003,solución oftálmica,SOL,SOLUCION,1,,E-19524,LAB OFTALMICOS SOPHIA
736085410471,13,FLUMETOL NF GOTAS X 5 ML OFT - (SOPHIA),0.001,GOTAS,GTAS,FCO X 5ML,1,1/8/2017,EE-01020,SOPHIA
736085410495,13,COXYLAM OFTENO,0.0003,FRASCO,GOTAS,0.03% Fco. x 5ml,,,E-19350,Laboratorios Oftálmicos Sophia S.A.C.
736085410624,13,GAAP OFTENO,0.005%,Solución Oftálmica,SOLUCION OFTALMICA,Caja Frasco Gotero x 3 mL,1,9/15/2021,EE06165,LAB. OFTALMICOS
736085410693,13,METICEL 0.3%  GTS OFT (SOPHIA),"0,30%",FRASCO,FCO,CJA X 1,1,9/25/2021,EE04116,LABORATORIOS OFTALMICOS S.A.C.
736085410860,13,TRAZIDEX UNGENA,0.3% + 0.1%,Ungüento Oftálmico,UNGUENTO OFTALMICO,Caja Tubo x 3.5 g,1,1/16/2022,EE04748,LAB. OFTALMICOS
736085413083,13,DUSTALOX 0.4% - GTS OFT,,FRASCO,FCO,FRASCO,1,,EE03672,SOPHIA
7401036100505,13,TRENTAL GRAX400MGX1,,,,,1,,,AVENTIS PHARMA
7406042018165,13,TONVAL,40mg,Comprimido Recubierto,Tableta,Caja Comp.,14,12/10/2013,E21322,ROEMMERS
7406042018318,13,TONVAL LIOF 40MG AMP/VIAL,,,,,1,,,LABORATORIOS PANALAB DEL PERU S.A.C.
7406042054149,13,MECAFLEX,1.5g+1.2g,Polvo para Solución Oral,Solucion,Sobre X 5 g,30,10/25/2010,E17730,ROEMMERS
7406042076219,13,CLINDOX,1%,Gel,Gel,Tubo X 50 g,1,12/3/2013,E16049,ROEMMERS
7406042076318,13,CLINDOX,1%,Solución,Solucion,Fco. Roll-on X 50 mL,1,10/2/2013,E15887,ROEMMERS
7406042087123,13,ESTABINOL,100mg,Comprimido,Tableta,Caja Comp.,30,3/25/2013,E20506,ROEMMERS
7406042101119,13,PANAGREL,75mg,Comprimido,Tableta,Caja Comp.,28,4/14/2013,E20573,ROEMMERS
7406042105124,13,PONARIS,500mg,Comprimido Recubierto,Tableta,Caja Comp.,7,3/27/2013,E20516,ROEMMERS
7406042105315,13,PONARIS,500mg,FRASCO,AMPOLLA,500mg IV Iny Vial x 1,,,EE-01383,Roemmers S.A.
7406042111415,13,URZAC FLEX,,Comprimido,Tableta,Caja Comp.,10,1/16/2011,E18052,ROEMMERS
7406048002069,13,LATIXA,500 MG.,COMPRIMIDOS,COMPRIMIDOS,CAJA,30,,EE-03208,MENARELI
7415100400101,13,AZIBAY,500mg,Comprimido Recubierto,Tableta,Caja Comp.,3,9/10/2013,E21016,BAYER
7415100400136,13,LOSARBON,100mg,Tableta Recubierta,Tableta,Caja Tab.,30,12/12/2013,E21332,BAYER
7415100400156,13,LOSARBON 100M,100MG,TABLETA,TAB,CAJA X 30 UNIDADES,30,,E021332,BAYER
7415100413736,13,LOSARBON,50mg,Comprimido Recubierto,Tableta,Caja Comp.,30,2/12/2013,E20314,BAYER
7415100474362,13,ADALAT-OROS,30MG,TABLETA,TAB,CAJA,20,,EE02623,BAYER
7415100474393,13,ADALAT OROS 60 MG X 20,60MG,CAJA,CAJA,TABLETAS,20,,,BAYER
7441024723002,13,AFTOTEX SOL BUCAL,15 ML,solucion,frasco,frasco x 1,1,1/10/2015,311063,MEDIGRAY
7441024723101,13,AFTOTEX SOL BUCAL,30 ML,solucion,frasco,frasco x 1,1,1/10/2015,321063,MEDIGRAY
7441024723309,13,TROFODERMAX AEROSOL,,Aerosol,Inhalador,Fco. Aer. x 30g,1,,E226690,DROG. LUKOLL S.A.C.
7441024723705,13,FUSIBIOTIC,2 gr,Crema,Crema,Tubo x 20 gr,1,,E22927,LUKOL SAC
7441026001276,13,PANADOL ANTIGRIPAL NF NIÑOS,,Jarabe,Solucion,Fco. X 60 mL,1,8/15/2012,E14820,GSK
7441026001283,13,PANADOL INFANTIL,,Gotas,Solucion,15 mL,1,9/13/2007,N12960,GSK
7441033602626,13,SINGULAIR,5mg,Comprimido Masticable,Tableta,Caja Comp.,30,5/4/2013,E10860,MERCK SHARP DOHME
7441033602725,13,SINGULAIR,10mg,Comprimido Recubierto,Tableta,Caja Comp.,30,4/28/2013,E10854,MERCK SHARP DOHME
7441033609922,13,ZOCOR,10mg,Tableta,Tableta,Caja Tab.,30,3/30/2014,E11691,MERCK SHARP DOHME
7441033611727,13,COZAAR,100mg,Comprimido,Tableta,Caja Comp.,15,10/3/2013,E21093,MERCK SHARP DOHME
7441033611918,13,SINEMET,25mg+250mg,Tableta,Tableta,Caja Tab.,100,7/2/2013,E20812,MERCK SHARP DOHME
7441033614827,13,ZOCOR,20mg,Tableta,Tableta,Caja Tab.,10,4/12/2009,E11692,MERCK SHARP DOHME
7441033617767,13,AGRASTAT,0.25mg/mL,Solución para Inyección,Inyectable,Caja Fco. Vial X 50 mL,1,10/31/2012,E19924,BIOTOSCANA
7441033621221,13,ZOCOR,40mg,Tableta,Tableta,Caja Tab.,30,3/28/2011,E9340,MERCK SHARP DOHME
7441033622228,13,TIENAM,500mg,Polvo para Solución Inyectable,Inyectable,Caja Vial,1,3/22/2010,E5744,MERCK SHARP DOHME
7441033623423,13,TRUSOPT,2%,Solución Oftálmica,Solucion Oftalmica,Fco. X 5 mL,1,6/5/2011,E9554,MERCK SHARP DOHME
7441033626127,13,TIMOPTOL XE,0.50%,Solución Oftálmica,Solucion Oftalmica,Fco. Got. X 2.5 mL,1,7/19/2011,E9660,MERCK SHARP DOHME
7441033629517,13,NOROXIN,400mg,Tableta,Tableta,Caja Tab.,100,2/6/2011,E18126,MERCK SHARP DOHME
7441033641120,13,HYZAAR FORTE,100mg+25mg,Tableta,Tableta,Caja Tab.,28,1/2/2010,E13331,MERCK SHARP DOHME
7441033653529,13,ZOCOR,80mg,Tableta,Tableta,Caja Tab.,30,7/19/2009,E12015,MERCK SHARP DOHME
7441033660527,13,SINGULAIR,4mg,Gragea,Tableta,Sobre Grag.,10,9/9/2010,E17616,MERCK SHARP DOHME
7441033665126,13,SINEMET CR,50mg+200mg,Tableta,Tableta,Caja Tab.,30,8/16/2011,E18672,MERCK SHARP DOHME
7441033682222,13,MODURETIC,5mg+50mg,Tableta,Tableta,Caja Tab.,30,9/23/2013,E21064,MERCK SHARP DOHME
7441033684226,13,RENITEC,20mg,Tableta,Tableta,Caja Tab.,20,9/9/2013,E15829,MERCK SHARP DOHME
7441033686022,13,TRYPTANOL,25mg,Tableta,Tableta,Caja Tab.,25,6/13/2013,E15606,MERCK SHARP DOHME
7441033695529,13,SINGULAIR,4mg,Granulos,Granulos,Sobre X 4 mg,30,3/27/2014,E21637,MERCK SHARP DOHME
7441033698124,13,ARCOXIA,120mg,Tableta Recubierta,Tableta,Caja Tab.,7,3/15/2012,E19237,MERCK SHARP DOHME
7441033698223,13,ARCOXIA,90mg,Tableta Recubierta,Tableta,Caja Tab.,7,3/6/2012,E19203,MERCK SHARP DOHME
7441033698322,13,ARCOXIA,90mg,Tableta Recubierta,Tableta,Caja Tab.,14,3/6/2012,E19203,MERCK SHARP DOHME
7441033698728,13,ARCOXIA,60mg,Tableta Recubierta,Tableta,Caja Tab.,14,3/5/2012,E19201,MERCK SHARP DOHME
7441082117829,13,FORXIGA 10MG X 30 TAB,10MG,TABLETAS,TABLETAS,caja,30,,,NOVARTIS
7441129800219,13,LAMISIL DERMGEL,1%,Gel,Gel,Tubo X 15 g,1,9/2/2009,E12131,NOVARTIS BIOSCIENCES
7441145400455,13,VOLTAREN AEROSOL SPRAY FCO X85 ML,,,,,1,,,NOVARTIS BIOSCIENCES PERU S.A.
7451079002663,13,PANADOL ANTIGRIPAL NF,,Tableta,Tableta,Caja Tab.,100,2/12/2013,E20318,GSK
7451079002748,13,CONTAC ULTRA,,Tableta,Tableta,Caja Tab.,100,5/22/2013,E20668,GSK
7451079002854,13,PANADOL ALLERGY,500mg+5mg+2mg,Tableta,Tableta,Caja Tab.,25,3/4/2014,E21589,GSK
7453001817284,13,AROMASIN,,GRAGEA,GRAGEA,CAJA,30,,E12116,PFIZER
7453001856023,13,TAZOCIN 4.5 g AMPOLLA,4.5 g,ampolla,amp,FRASCO AMPOLLA,1,,,UNIMED
7453005301604,13,VEPESID,50mg,Cápsula,Capsula,Caja Cap.,20,5/24/2009,E16471,ABEEFE BRISTOL
7460535561551,13,EUKENE H 40/12.5 X 30 COMP,40 MG/12.5 MG,TABLETA,TAB,CJA X 30,30,6/15/2020,E23334,MEGA LABS LATAM S.A.
7460536520152,13,BROSOL COMPUESTO,7.5 mg + 5 mcg/5 mL,SOLUCION ORAL,SOLUCION ORAL,FRASCO x 120 mL,1,2/7/2018,EE05412,ROEMMERS
7460536520183,13,DICLO K,50mg,Comprimido,Tableta,Caja Comp.,100,1/22/2013,E15193,ROEMMERS
7460536520206,13,DICLO K,100mg,Comprimido,Tableta,Caja Comp.,100,12/20/2012,E15074,ROEMMERS
7460536520237,13,DICLO K,15mg/mL,Gotas Oral,Solucion,Fco. X 15 mL,1,12/6/2012,E20039,ROEMMERS
7460536520381,13,GERMIDERM,,Crema,Crema,Tubo X 15 g,1,2/11/2013,E15276,ROEMMERS
7460536520732,13,TUSILEXIL,,Jarabe,Solucion,Fco. X 120 mL,1,1/8/2013,E15128,ROEMMERS
7460536520749,13,TUSILEXIL,,Gotas,Solucion,Fco. X 25 mL,1,3/19/2013,E15371,ROEMMERS
7460536521272,13,DICLO K,60 ML,FRASCO,SUSPENSIÓN,FCO. SUSPENSIÓN X 60 ML,1,,E-15165,ROEMMERS S.A.
7460536550906,13,AZITRAL 500,500mg,Comprimido Recubierto,Tableta,Caja Comp.,3,12/30/2012,E15112,ROEMMERS
7460536550913,13,AZITRAL,200mg/5mL,Polvo para Suspensión Oral,Suspension,30 mL,1,1/8/2013,E15132,ROEMMERS
7460536552658,13,ADAZOL,100/5,CAJA,CAJA,CJA *   5,5,6/22/2017,E0165880002,ROEMMERS
7460536552726,13,AMAZINA,5mg/5mL,Solución Oral,Solucion,Fco. X 60 mL,1,1/19/2014,E16153,ROEMMERS
7460536553310,13,AMAZINA D,5mg+120mg,Cápsula,Capsula,Caja Cap.,10,1/19/2014,E16155,ROEMMERS
7460536553969,13,TANAKAN 80MG COMPRIMIDO (ROE),800MG,COMPRIMIDO,COMP,CJA X 20 UNID,20,,PNE-0783,ROEMERS
7460536554317,13,UMQUAN 80% GOTAS FRASCO X 20 ML (ROE),,GOTAS,GOTAS,FRASCO X 20 ML,,,PNE-0721,ROEMMERS S.A.
7460536554898,13,TANAKAN 40 MG CAJ  X 60(ROEMMERS),40MG,TABLETAS,TAB,TABLETAS,1,1/3/2018,PNE-0764,ROEMMERS
7460536555475,13,ESTABINOL,100MG,COMPRIMIDOS,COMPRIMIDOS,CAJA X 30,1,1/2/2016,E-20506,PANALAB
7460536555550,13,COMPENSIAL,300mg,Cápsula Blanda,Capsula,Caja Cap.,50,2/16/2014,E16234,ROEMMERS
7460536556489,13,PAMEZONE,40 MG,CAJA,CAPSULAS,40mg Caja Caps. x 28,,,E-20896,Roemmers S.A.
7460536556496,13,PAMEZONE 20 MG,20MG,CAPSULA,CAP,CAJA X 28 UNIDADES,28,,E020897,ROEMMERS
7460536556601,13,MOTIDE,5mg,Tableta,Tableta,Caja Tab.,30,3/24/2013,E20503,ROEMMERS
7460536556731,13,PONARIS,750mg,Comprimido Recubierto,Tableta,Caja Comp.,5,3/27/2013,E20518,ROEMMERS
7460536556748,13,PONARIS 500 MG X 14 COMP.,500mg,COMPRIMIDO,CAJA,CAJA X 14,14,,,ROEMMERS
7460536556793,13,URGINAL,5MG,COMPRIMIDO,COMPRIMIDO,CAJA,60,,E20596,ROEMMERS
7460536556816,13,URZAC-FLEX,4/7.5MG,COMPRIMIDO,COMPRIMIDO,CAJA,100,,E20492,PANALAB
7460536557004,13,VAGIPLEX CRM VAG 0.005/2.5% 90G,0.005/2.5%,CREMA VAGINAL,CREMA VAGINAL,TUBO,1,,E21115,ROEMMERS
7460536557424,13,PLENAIR 10 MG X 30 TAB.,10 MG,TABLETA,TAB,CJA X 30,30,6/27/2018,EE03378,ROEMMERS S.A.
7460536557431,13,PLENAIR 4MG CJA X 30 COMP.,4MG,TABLETAS,TAB,CAJA X 30 COMP,30,2/1/2019,EE-03919,ROEMMERS
7460536557448,13,PLENAIR 5MG,5MG,COMPRIMIDOS,COMP,CAJ X30,1,5/1/2019,E-20817,ROEMMERS
7460536557684,13,TONVAL,20mg,Comprimido Recubierto,Tableta,Caja Comp.,14,12/2/2013,E21285,ROEMMERS
7460536557707,13,TONVAL 40MG X 1 COMP,,,,,1,,,LABORATORIOS PANALAB DEL PERU S.A.C.
7460536558063,13,MINOT 100MG X 1 CAP,,,,,1,,,LABORATORIOS ROEMMERS S.A.
7460536559190,13,UMQUAM 20 MG TABLETA (ROE),20MG,TABLETAS,TABLETAS,CJA X 15 TABLETAS,,,PNE-1288,LABORATORIOS ROEMMERS
7460536560547,13,BOLARIA,16 MG,COMPRIMIDO RECUBIERTO,TABLETA,CAJA COMP,20,6/1/2021,EE00317,ROEMMERS
7460536560684,13,BOLARIA 24 MG,BETAHISTINA DICLORHIDRATO 24 MG,CAJA X 20 TAB,CAJA X 20 TAB,CAJA,,,EE-00318,ROEMMERS
7460536561490,13,DOLNOT,37.5 MG+325MG,COMPRIMIDOS,COM,CAJA,50,10/17/2017,E-22902,ROEMMERS
7460536561506,13,DETRUCALM,200 MG,CAJA,COMPRIMIDO,CAJA,30,,EE-02888,ROEMMERS
7460536561513,13,EUKENE H 20/12.5MG TAB CJA X 30,20 MG + 12.5 MG,TABLETA,TAB,CJA X 30,30,6/5/2020,E23328,MEGA LABS LATAM S.A.
7460536561520,13,EUKENE-H,20 mg + 25 mg,COMPRIMIDO RECUBIERTO,TABLETA,CAJA COMP,30,6/15/2020,E23335,MEGA LABS
7460536561537,13,EUKENE 20 MG TAB CJA X 30,20 MG,TABLETA,TAB,CJA X 30,30,2/23/2021,EE02685,MEGA LABS LATAM S.A.
7460536561544,13,EUKENE 40 MG TAB CJA X 30,40 MG,TABLETA,TAB,CJA X 30,30,2/23/2021,EE02689,MEGA LABS LATAM S.A.
7460536561551,13,EUKENE 40,40 mg,Comprimido Recubierto,TABLETA,Caja Envase Blíster Comprimidos,30,2/23/2021,EE02689,ROEMMERS
7460536561568,13,EUKENE H 40/25 MG TAB CJA X 30,40 MG + 25 MG,TABLETA,TAB,CJA X 30,30,6/5/2020,E23329,MEGA LABS LATAM S.A.
749618818859,13,ICY HOT,,Crema,Crema,Tubo X 35 g,1,,E20873,SANOFI
749618818989,13,ICY-HOT STICK BARRAx50GR,,,,,1,,,CHATTEM INC.
7501001116187,13,VICK FORMULA 44 TODO TIPO DE TOS,,Jarabe,Solucion,Fco. X 120 mL,1,7/20/2001,N4690,PROCTER&GAMBLE
7501001116200,13,VICK FORMULA 44 EXPECTORANTE,,Jarabe,Solucion,Fco. X 120 mL,1,9/30/2013,E11205,PROCTER&GAMBLE
7501001280031,13,VICKMIEL,100mg/6.25mL,Jarabe,Solucion,Caja Fco. X 120 mL,1,2/23/2010,E17213,PROCTER&GAMBLE
7501007485577,13,PEPTOBISMOL,262mg,Tableta Masticable,Tableta,Sob. Tab.,4,7/25/2010,E13083,PROCTER&GAMBLE
7501008426944,13,APRONAX GEL,5.50%,Gel,Gel,Tubo X 40 g,1,6/6/2013,E20730,BAYER
7501009072607,13,GLUCAMINOL 850 MG X 30 COMP.,850mg,CAJA,CAJA,COMPRIMIDO,30,,,ROCHE
7501009224174,13,MAQUINA DE GILLETTE PRESTOBARBA ULTRAGRIP (UND),,UNID,UNID,UNIDAD,,,O80012020,PROCTER & GLAMBE
7501033920066,13,PANTOMICINA,125mg/5mL,Granulos para Solución,Solucion,Fco. X 120 mL,1,6/16/2011,E18491,BAGO
7501033922374,13,DEPAKENE,250/5,FRASCO,FRASCO,FCO *   1,1,5/25/2017,E0159130003,ABBOTT
